origin_id,destination_id,origin_station_name,destination_station_name,min_duration_minutes,transfers,trains,check_date,origin_city_name,origin_eva_id,origin_latitude,origin_longitude,destination_city_name,destination_eva_id,destination_latitude,destination_longitude,route_length,hsr_share
8800007,5100081,Antwerpen Centraal,Poznan Glowny,598,8,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Poznań,5100081,52.401993,16.91087,1010.0987241873829,0.374777437353032
8800007,7400002,Antwerpen Centraal,Stockholm Central,1166,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Stockholm,7400002,59.330014,18.05763,1712.0907245822523,0.362236007373688
8800007,7900003,Antwerpen Centraal,Ljubljana,924,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Ljubljana,7900003,46.058691,14.512937,1246.1615460112498,0.40518320168226396
8800007,5600207,Antwerpen Centraal,Bratislava hl.st.,736,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Bratislava,5600207,48.15891,17.106466,1217.1076486543097,0.4180413287488212
5400014,8103000,Praha hl.n.,Wien Hbf,252,2,,2026-01-06,Prague,5400014,50.083062,14.436039,Vienna,8103000,48.185101,16.377113,349.1809420737535,0.12042460776195284
5400014,8800004,Praha hl.n.,Bruxelles Midi,660,8,,2026-01-06,Prague,5400014,50.083062,14.436039,Brussels,8800004,50.835376,4.335694,1094.2644030369795,0.4681764785444112
5400014,8800007,Praha hl.n.,Antwerpen Centraal,695,6,,2026-01-06,Prague,5400014,50.083062,14.436039,Antwerp,8800007,51.215811,4.421168,1108.9384227751261,0.4446377045846742
5400014,8011160,Praha hl.n.,Berlin Hbf,237,0,,2026-01-06,Prague,5400014,50.083062,14.436039,Berlin,8011160,52.525592,13.369545,379.37481844710084,0.15308317587188225
5400014,8000096,Praha hl.n.,Stuttgart Hbf,447,4,,2026-01-06,Prague,5400014,50.083062,14.436039,Stuttgart,8000096,48.78478,9.182757,553.4834918309645,0.0
5400014,8000261,Praha hl.n.,München Hbf,341,0,,2026-01-06,Prague,5400014,50.083062,14.436039,Munich,8000261,48.140232,11.558335,530.2887652468186,0.20664900565557812
5400014,8002549,Praha hl.n.,Hamburg Hbf,400,2,,2026-01-06,Prague,5400014,50.083062,14.436039,Hamburg,8002549,53.552736,10.006909,666.2882157722871,0.4675172998753285
5400014,8000105,Praha hl.n.,Frankfurt(Main)Hbf,433,4,,2026-01-06,Prague,5400014,50.083062,14.436039,Frankfurt,8000105,50.1066819,8.66282825,695.2248430181198,0.2944504771406532
5400014,8000085,Praha hl.n.,Düsseldorf Hbf,519,2,,2026-01-06,Prague,5400014,50.083062,14.436039,Düsseldorf,8000085,51.219962,6.794319,905.0626426729464,0.43109519546912267
5400014,8010205,Praha hl.n.,Leipzig Hbf,240,2,,2026-01-06,Prague,5400014,50.083062,14.436039,Leipzig,8010205,51.3454712,12.3820639,317.251360958282,0.15674751647927992
5400014,8000080,Praha hl.n.,Dortmund Hbf,460,2,,2026-01-06,Prague,5400014,50.083062,14.436039,Dortmund,8000080,51.517896,7.45929,843.09137110444,0.46969260545691344
5400014,8000098,Praha hl.n.,Essen Hbf,486,2,,2026-01-06,Prague,5400014,50.083062,14.436039,Essen,8000098,51.451355,7.014793,877.3995132881012,0.4513266496447875
5400014,8000050,Praha hl.n.,Bremen Hbf,439,4,,2026-01-06,Prague,5400014,50.083062,14.436039,Bremen,8000050,53.083481,8.813834,757.8172339663813,0.3876357535685892
5400014,8010085,Praha hl.n.,Dresden Hbf,139,0,,2026-01-06,Prague,5400014,50.083062,14.436039,Dresden,8010085,51.040563,13.732035,197.03647234755158,0.0
5400014,8000152,Praha hl.n.,Hannover Hbf,357,2,,2026-01-06,Prague,5400014,50.083062,14.436039,Hannover,8000152,52.376761,9.741021,635.5941724117322,0.4379560064558685
